,Clip Title,Link,Clarity of Example,Clarity of Example,Clip ID,Film or Series?,Film/Episode Title,Year of Release,Series Title (If Applicable),Start,Stop,Curator,Close-Up Code I,Close-Up Code II,Curator Notes,,Derived start frame,Derived end frame,manual start time,manual end time,frames per second,Note,
,Bedtime For All Good Children,,,2,1370,Film,Frances Ha,,,5:01,5:05,EM,SS,,,,9030,9150,7147,7270,,,
,Bedtime For All Good Children,,,2,1370,Film,Frances Ha,,,5:06,5:09,EM,CU,,,,9180,9270,7278,7350,,,
,Bedtime For All Good Children,,,2,1370,Film,Frances Ha,,,5:09,5:12,EM,SS,,,,9270,9360,7351,7419,,,
,Bedtime For All Good Children,,,2,1370,Film,Frances Ha,,,5:12,5:19,EM,CU,,,,9360,9570,7420,7578,,,
,Bedtime For All Good Children,,,2,1370,Film,Frances Ha,,,5:19,5:32,EM,CU,,,,9570,9960,7579,7903,,,
,Bedtime For All Good Children,,,3,1370,Film,Frances Ha,,,6:29,6:31,EM,CU,,,,11670,11730,9244,9305,,,
,Beth Dies,http://kinolab.org/FilmClip.php?id=738,Good,2,738,Film,Contagion,2011,,0:00,0:03,EM,CU,,Functions more as a shot/reverse shot,,0,90,0,76,,,
,Beth Dies,,,2,738,Film,Contagion,,,0:03,0:05,EM,CU,,,,90,150,77,121,,,
,Beth Dies,,,2,738,Film,Contagion,,,0:05,0:07,EM,CU,,,,150,210,122,179,,,
,Beth Dies,,,2,738,Film,Contagion,,,0:08,0:11,EM,CU,,,,240,330,180,258,,,
,Beth Dies,,,2,738,Film,Contagion,,,0:11,0:12,EM,CU,,,,330,360,259,296,,,
,Beth Dies,,,2,738,Film,Contagion,,,0:12,0:14,EM,CU,,,,360,420,297,338,,,
,Beth Dies,,,2,738,Film,Contagion,,,0:14,0:16,EM,CU,,,,420,480,339,387,,,
,Beth Dies,,,2,738,Film,Contagion,,,0:16,0:18,EM,CU,,,,480,540,388,429,,,
,Beth Dies,,,2,738,Film,Contagion,,,0:18,0:20,EM,CU,,,,540,600,430,474,,,
,Beth Dies,,,2,738,Film,Contagion,,,0:20,0:22,EM,SS,,,,600,660,475,522,,,
,Beth Dies,,,3,738,Film,Contagion,,,0:22,0:24,EM,CU,,,,660,720,523,581,,,
,Between Grief and Nothing,http://kinolab.org/FilmClip.php?id=1330,Fair,3,1330,Film,Breathless,1960,,0:09,0:18,EM,SC,,,,270,540,240,540,,,
,Between Grief and Nothing,,,2,1330,Film,Breathless,,,0:30,0:36,EM,SC,,,,900,1080,900,1080,,,
,Between Grief and Nothing,,,2,1330,Film,Breathless,,,0:37,0:47,EM,SC,,,,1110,1410,1110,1410,,,
,Between Grief and Nothing,,,4,1330,Film,Breathless,,,0:51,1:04,EM,CU,,,,1530,1920,1530,1920,,,
,Between Grief and Nothing,,,3,1330,Film,Breathless,,,1:04,1:10,EM,SC,,,,1920,2100,1920,2100,,,
,Between Grief and Nothing,,,1,1330,Film,Breathless,,,1:11,1:12,EM,SC,,,,2130,2160,2130,2160,,,
,Between Grief and Nothing,,,2,1330,Film,Breathless,,,1:18,1:27,EM,SS,,,,2340,2610,2340,2610,,,
,Between Grief and Nothing,,,2,1330,Film,Breathless,,,1:59,2:08,EM,SS,,,,3570,3840,3570,3840,,,
,Between Grief and Nothing,,,2,1330,Film,Breathless,,,2:11,2:20,EM,SC,,,,3930,4200,3930,4200,,,
,Between Grief and Nothing,,,3,1330,Film,Breathless,,,2:22,2:34,EM,SC,,,,4260,4620,4260,4620,,,
,Between Grief and Nothing,,,3,1330,Film,Breathless,,,2:40,2:43,EM,CU,,,,4800,4890,4800,4890,,,
,Between Grief and Nothing,,,2,1330,Film,Breathless,,,4:41,4:44,EM,SS,,,,8430,8520,8430,8520,,,
,Between Grief and Nothing,,,2,1330,Film,Breathless,,,4:44,4:46,EM,SS,,,,8520,8580,8520,8580,,,
,Between Grief and Nothing,,,3,1330,Film,Breathless,,,4:52,4:55,EM,CU,,,,8760,8850,8760,8850,,,
,Between Grief and Nothing,,,1,1330,Film,Breathless,,,4:55,5:03,EM,CU,,,,8850,9090,8850,9090,,,
,Between Grief and Nothing,,,3,1330,Film,Breathless,,,7:27,7:36,EM,CU,,,,13410,13680,13410,13680,,,
,Bombing the Train,http://kinolab.org/FilmClip.php?id=146,Excellent,2,146,Film,For Whom the Bell Tolls,1943,,0:16,0:21,EM,CU,,,,480,630,393,499,,,
,Bombing the Train,,,2,146,Film,For Whom the Bell Tolls,,,1:05,1:08,EM,CU,,,,1950,2040,1556,1627,,,
,Bombing the Train,,,2,146,Film,For Whom the Bell Tolls,,,1:13,1:15,EM,CU,,,,2190,2250,1757,1802,,,
,Born to Be Sacrificed,http://kinolab.org/FilmClip.php?id=1324,Fair,2,1324,Film,Dilwale Dulhania Le Jayenge,1995,,0:23,0:44,EM,CU,,"These function more as shot/reverse shot than a close-up, and most of them are also over-the-shoulder shots",,690,1320,701,1311,,,
,Born to Be Sacrificed,,,2,1324,Film,Dilwale Dulhania Le Jayenge,,,1:17,1:31,EM,CU,,,,2310,2730,2310,2737,,,
,Born to Be Sacrificed,,,2,1324,Film,Dilwale Dulhania Le Jayenge,,,1:31,1:38,EM,CU,,,,2730,2940,2738,2942,,,
,Born to Be Sacrificed,,,2,1324,Film,Dilwale Dulhania Le Jayenge,,,1:44,1:46,EM,CU,,,,3120,3180,3133,3196,,,
,Born to Be Sacrificed,,,2,1324,Film,Dilwale Dulhania Le Jayenge,,,2:04,2:06,EM,CU,,,,3720,3780,3733,3797,,,
,Brad Learns of Lucy's Fate,http://kinolab.org/FilmClip.php?id=388,Fair,3,388,Film,The Searchers,1956,,0:23,0:39,EM,CU,,,,690,1170,561,941,,,
,Brad Learns of Lucy's Fate,,,2,388,Film,The Searchers,,,0:39,0:49,EM,CU,,,,1170,1470,942,1170,,,
,Brad Learns of Lucy's Fate,,,2,388,Film,The Searchers,,,0:49,0:53,EM,CU,,,,1470,1590,1171,1278,,,
,Brad Learns of Lucy's Fate,,,3,388,Film,The Searchers,,,1:02,1:15,EM,CU,,,,1860,2250,1478,1795,,,
,Butter Biscuit,http://kinolab.org/FilmClip.php?id=1249,Good,3,1249,Film,BlacKkKlansman,2018,,0:26,0:32,EM,CU,,"Good examples, some function more as a shot/reverse shot however",,780,960,605,756,,,
,Butter Biscuit,,,3,1249,Film,BlacKkKlansman,,,0:32,0:38,EM,CU,,,,960,1140,757,898,,,
,Butter Biscuit,,,3,1249,Film,BlacKkKlansman,,,0:54,0:56,EM,CU,,,,1620,1680,1284,1326,,,
,Butter Biscuit,,,3,1249,Film,BlacKkKlansman,,,0:56,0:57,EM,CU,,,,1680,1710,1327,1345,,,
,Butter Biscuit,,,3,1249,Film,BlacKkKlansman,,,0:57,1:07,EM,CU,,,,1710,2010,1346,1581,,,
,Butter Biscuit,,,3,1249,Film,BlacKkKlansman,,,1:07,1:11,EM,CU,,,,2010,2130,1582,1674,,,
,Butter Biscuit,,,3,1249,Film,BlacKkKlansman,,,1:11,1:13,EM,CU,,,,2130,2190,1675,1733,,,
,Butter Biscuit,,,3,1249,Film,BlacKkKlansman,,,1:13,1:17,EM,CU,,,,2190,2310,1734,1814,,,
,Butter Biscuit,,,3,1249,Film,BlacKkKlansman,,,1:17,1:32,EM,CU,,,,2310,2760,1815,2174,,,
,Butter Biscuit,,,3,1249,Film,BlacKkKlansman,,,1:32,1:35,EM,CU,,,,2760,2850,2175,2246,,,
,Butter Biscuit,,,3,1249,Film,BlacKkKlansman,,,1:35,1:45,EM,CU,,,,2850,3150,2247,2434,,,
,Called by the River,http://kinolab.org/FilmClip.php?id=1405,,2,1405,Film,Way Down East,1920,,0:20,0:27,EM,CU,,,,600,810,611,813,,,
,Called by the River,,,1,1405,Film,Way Down East,,,1:53,1:56,EM,CU,,,,3390,3480,3389,3473,,,
,Called by the River,,,1,1405,Film,Way Down East,,,2:03,2:04,EM,CU,,,,3690,3720,3690,3728,,,
,Called by the River,,,2,1405,Film,Way Down East,,,2:23,2:25,EM,CU,,,,4290,4350,4299,4348,,,
,Called by the River,,,3,1405,Film,Way Down East,,,4:21,4:24,EM,CU,,,,7830,7920,7830,7932,,,
,Called by the River,,,3,1405,Film,Way Down East,,,4:48,4:51,EM,CUT,,,,8640,8730,8640,8728,,,
,Called by the River,,,1,1405,Film,Way Down East,,,5:17,5:18,EM,CU,,,,9510,9540,9512,9557,,,
,Calvary Massacre of the Comanches,http://kinolab.org/FilmClip.php?id=387,Fair,2,387,Film,The Searchers,1956,,0:29,0:39,AC,CU,,"Please double check, not sure if this is the close-up, I find that the camera is not close enough to the hat (subject) **added CU annotation",,870,1170,700,941,,,
,Cardinal Volleyball,http://kinolab.org/FilmClip.php?id=1378,,2,1378,Film,We Have a Pope,2011,,2:20,2:24,EM,CU,,,,4200,4320,3250,3412,,**? ask allison,
,Cardinal Volleyball,,,2,1378,Film,We Have a Pope,,,2:30,2:33,EM,CU,,,,4500,4590,4500,4590,,,
,Celebration with Italo,http://kinolab.org/FilmClip.php?id=304,Fair,3,304,Film,The Conformist,1970,,4:17,4:25,EM,SC,,"Party scene, some instances, none close-ups, where parts of someones face is close to the camera but not in focus",,7710,7950,6157,6357,,,
,Cesare Awakens,http://kinolab.org/FilmClip.php?id=292,Excellent,4,292,Film,The Cabinet of Dr. Caligari,1920,,0:00,0:01,EM,CU,,,,0,30,0,28,,,
,Cesare Awakens,,,4,292,Film,The Cabinet of Dr. Caligari,,,0:19,0:54,EM,CU,,,,570,1620,566,1591,,,
,Chicken for Dinner,http://kinolab.org/FilmClip.php?id=1424,,2,1424,Film,The Blot,1921,,4:04,4:06,EM,CUTRAN,,,,7320,7380,7303,7381,,,
,Chicken for Dinner,,,4,1424,Film,The Blot,,,4:47,4:51,EM,CUEI,CUTRAN,,,8610,8730,8595,8707,,,
,Chicken for Dinner,,,3,1424,Film,The Blot,,,5:34,5:40,EM,CU,,,,10020,10200,10009,10192,,,
,Clementine the Tangerine,http://kinolab.org/FilmClip.php?id=132,Fair,1,132,Film,Eternal Sunshine of the Spotless Mind,2004,,0:08,0:12,EM,CU,,,,240,360,186,286,,,
,Clementine the Tangerine,,,2,132,Film,Eternal Sunshine of the Spotless Mind,,,0:12,0:13,EM,CUR,,,,360,390,287,315,,,
,Clementine the Tangerine,,,2,132,Film,Eternal Sunshine of the Spotless Mind,,,0:30,0:34,EM,CU,,,,900,1020,716,811,,,
,Closing Sequence,http://kinolab.org/FilmClip.php?id=206,Good,3,206,Film,Pan's Labryrinth,2006,,1:45,1:49,EM,CU,,"Good examples, but note all the unclear start and end of close-ups due to dissolves or zooming in",,3150,3270,3150,3270,,** don’t understand the frames per second,
,Closing Sequence,,,3,206,Film,Pan's Labryrinth,,,1:50,1:57,EM,CU,,,,3300,3510,3300,3510,,Q: confusing clip,
,Closing Sequence,,,3,206,Film,Pan's Labryrinth,,,2:16,2:17,EM,CU,,,,4080,4110,4080,4110,,,
,Closing Sequence,,,2,206,Film,Pan's Labryrinth,,,3:13,3:14,EM,CU,,,,5790,5820,5790,5820,,,
,Closing Sequence,,,2,206,Film,Pan's Labryrinth,,,3:43,3:47,EM,CU,,,,6690,6810,6690,6810,,,
,Closing Sequence,,,3,206,Film,Pan's Labryrinth,,,3:50,3:53,EM,CU,,,,6900,6990,6900,6990,,,
,Closing Sequence,,,3,206,Film,Pan's Labryrinth,,,3:53,3:55,EM,CU,,,,6990,7050,6990,7050,,,
,Closing Sequence,,,3,206,Film,Pan's Labryrinth,,,3:55,3:57,EM,CU,,,,7050,7110,7050,7110,,,
,Closing Sequence,,,3,206,Film,Pan's Labryrinth,,,3:57,4:10,EM,CU,,,,7110,7500,7110,7500,,,
,Closing Sequence,,,3,206,Film,Pan's Labryrinth,,,4:16,4:17,EM,CU,,,,7680,7710,7680,7710,,,
,Closing Sequence,,,3,206,Film,Pan's Labryrinth,,,4:18,4:23,EM,CU,,,,7740,7890,7740,7890,,,
,Closing Sequence,,,3,206,Film,Pan's Labryrinth,,,5:09,5:13,EM,CUZ,,Start unclear due to a zoom in,,9270,9390,9270,9390,,,
,Closing Sequence,,,1,206,Film,Pan's Labryrinth,,,5:13,5:29,EM,CUTRAN,,End unclear due to a dissolve, Add: SC,9390,9870,9390,9870,,,
,Closing Sequence,,,2,206,Film,Pan's Labryrinth,,,5:36,5:49,EM,SC,,,,10080,10470,10080,10470,,,
,Closing Sequence,,,2,206,Film,Pan's Labryrinth,,,6:09,6:11,EM,CU,,,,11070,11130,11070,11130,,,
,Closing Sequence,,,3,206,Film,Pan's Labryrinth,,,6:11,6:17,EM,CU,,,,11130,11310,11130,11310,,,
,Closing Sequence,,,2,206,Film,Pan's Labryrinth,,,6:41,6:44,EM,CU,,,,12030,12120,12030,12120,,,
,Closing Sequence,,,3,206,Film,Pan's Labryrinth,,,6:55,7:00,EM,SC,,,,12450,12600,12450,12600,,,
,Closing Sequence,,,3,206,Film,Pan's Labryrinth,,,7:07,7:12,EM,CUTRAN,,End unclear due to a dissolve,,12810,12960,12810,12960,,,
,Closing Sequence,,,2,206,Film,Pan's Labryrinth,,,7:15,7:22,EM,CU,,,,13050,13260,13050,13260,,,
,Closing Sequence,,,2,206,Film,Pan's Labryrinth,,,7:22,7:28,EM,CU,,,,13260,13440,13260,13440,,,
,Closing Sequence,,,1,206,Film,Pan's Labryrinth,,,8:05,8:11,EM,CUTRAN,,End unclear due to a dissolve,,14550,14730,14550,14730,,,
,Closing Sequence,http://kinolab.org/FilmClip.php?id=1047,Good,2,1047,Film,A Nightmare on Elm Street,1984,,0:00,0:01,EM,CU,,,,0,30,0,34,,,
,Closing Sequence,,,3,1047,Film,A Nightmare on Elm Street,,,0:09,0:16,EM,CU,,,,270,480,231,478,,,
,Closing Sequence,,,3,1047,Film,A Nightmare on Elm Street,,,0:16,0:20,EM,CU,,,,480,600,479,616,,,
,Closing Sequence,,,3,1047,Film,A Nightmare on Elm Street,,,0:34,0:36,EM,CU,,,,1020,1080,1018,1086,,,
,Closing Sequence,,,4,1047,Film,A Nightmare on Elm Street,,,0:36,0:43,EM,CU,,,,1080,1290,1087,1309,,,
,Closing Sequence,,,2,1047,Film,A Nightmare on Elm Street,,,1:05,1:07,EM,CU,,,,1950,2010,1954,2015,,,
,Closing Sequence,,,1,1047,Film,A Nightmare on Elm Street,,,1:07,1:07,EM,CU,,,,2010,2010,2016,2028,,,
,Closing Sequence,,,3,1047,Film,A Nightmare on Elm Street,,,1:08,1:08,EM,CU,,,,2040,2040,2029,2051,,,
,Closing Sequence,,,2,1047,Film,A Nightmare on Elm Street,,,1:08,1:11,EM,CU,,,,2040,2130,2052,2130,,,
,Closing Sequence,,,3,1047,Film,A Nightmare on Elm Street,,,1:17,1:18,EM,CU,,,,2310,2340,2301,2345,,,
,Closing Sequence,,,3,1047,Film,A Nightmare on Elm Street,,,1:24,1:27,EM,CU,,,,2520,2610,2530,2625,,,
,Closing Sequence,http://kinolab.org/FilmClip.php?id=1318,Good,2,1318,Film,Umberto D,1952,,3:00,3:02,EM,CU,,,,5400,5460,4308,4359,,,
,Closing Sequence,,,2,1318,Film,Umberto D,,,3:14,3:19,EM,CU,,,,5820,5970,4654,4751,,,
,Closing Sequence,,,2,1318,Film,Umberto D,,,3:22,3:28,EM,WS,,,,6060,7830,4831,4994,,,
,Closing Sequence,,,3,1318,Film,Umberto D,,,5:27,5:32,EM,CUZ,,Start time is tenuous due to a zoom in,,9810,9960,7845,7948,,,
,Closing Sequence,,,3,1318,Film,Umberto D,,,5:36,5:37,EM,CU,,,,10080,10110,8037,8062,,,
,Closing Sequence,,,2,1318,Film,Umberto D,,,5:37,5:38,EM,CU,,,,10110,10140,8063,8088,,,
,Closing Sequence,,,3,1318,Film,Umberto D,,,5:38,5:39,EM,CU,,,,10140,10170,8089,8101,,,
,Closing Sequence,,,3,1318,Film,Umberto D,,,5:39,5:39,EM,CU,,,,10170,10170,8102,8119,,,
,Closing Sequence,,,3,1318,Film,Umberto D,,,5:39,5:40,EM,CU,,,,10170,10200,8120,8133,,,
,Closing Sequence,,,2,1318,Film,Umberto D,,,5:40,5:40,EM,SS,,,,10200,10200,8134,8146,,,
,Closing Sequence,http://kinolab.org/FilmClip.php?id=1323,Excellent,4,1323,Film,Breathless,1960,,0:15,0:27,EM,CU,,,,450,810,438,805,,,
,Closing Sequence,,,4,1323,Film,Breathless,,,2:03,2:19,EM,CU,,,,3690,4170,3685,4158,,,
,Closing Sequence,,,4,1323,Film,Breathless,,,2:19,2:33,EM,CU,,,,4170,4590,4159,4587,,,
,Closing Sequence,,,4,1323,Film,Breathless,,,2:34,2:39,EM,CU,,,,4620,4770,4588,4754,,,
,Closing Sequence,,,3,1323,Film,Breathless,,,2:39,2:56,EM,SC,,,,4770,5280,4755,5269,,,
,Closing Sequence,,,4,1323,Film,Breathless,,,2:56,3:20,EM,CUTRAN,,,,5280,6000,5270,5969,,,
,Closing Sequence,http://kinolab.org/FilmClip.php?id=1366,,3,1366,Film,Frances Ha,2013,,0:00,0:02,EM,CU,,,,0,60,0,53,,,
,Closing Sequence,,,3,1366,Film,Frances Ha,,,0:05,0:10,EM,CU,,,,150,300,111,237,,,
,Closing Sequence,,,2,1366,Film,Frances Ha,,,2:51,3:00,EM,CU,,,,5130,5400,4096,4306,,,
,Closing Sequence,,,2,1366,Film,Frances Ha,,,4:26,4:41,EM,CU,,,,7980,8430,4374,6744,,,
,Closing Sequence,,,2,1366,Film,Frances Ha,,,4:42,4:43,EM,CU,,,,8460,8490,6745,6783,,,
,Closing Sequence,,,2,1366,Film,Frances Ha,,,4:43,4:46,EM,CU,,,,8490,8580,6784,6847,,,
,Closing Sequence,,,2,1366,Film,Frances Ha,,,4:46,4:49,EM,CU,,,,8580,8670,6848,6935,,,
,Closing Sequence,,,2,1366,Film,Frances Ha,,,4:49,4:52,EM,CU,,,,8670,8760,6936,6993,,,
,Closing Sequence,,,3,1366,Film,Frances Ha,,,5:02,5:04,EM,CU,,,,9060,9120,7231,7275,,,
,Closing Sequence,,,2,1366,Film,Frances Ha,,,5:04,5:05,EM,CU,,,,9120,9150,7276,7313,,,
,Closing Sequence,,,3,1366,Film,Frances Ha,,,5:05,5:16,EM,CUZ,,,,9150,9480,7314,7583,,,
,Closing Sequence,,,3,1366,Film,Frances Ha,,,5:22,5:24,EM,CU,,,,9660,9720,7707,7767,,,
,Closing Sequence,,,4,1366,Film,Frances Ha,,,5:30,5:33,EM,CU,,,,9900,9990,7912,7990,,,
,Closing Sequence,http://kinolab.org/FilmClip.php?id=1372,,2,1372,Film,Moonrise Kingdom,2012,,0:03,0:07,EM,CU,,,,90,210,76,158,,,
,Closing Sequence,,,2,1372,Film,Moonrise Kingdom,,,1:46,1:53,EM,CUT,,Add (4/14): CUTRAN,,3180,3390,2510,2626,,,
,Closing Sequence,http://kinolab.org/FilmClip.php?id=1389,,2,1389,Film,Mulholland Drive,2001,,0:00,0:02,EM,CUTRAN,,,,0,60,0,30,,,
,Closing Sequence,,,2,1389,Film,Mulholland Drive,,,0:42,1:04,EM,CUZ,,,,1260,1920,1002,1520,,,
,Closing Sequence,,,2,1389,Film,Mulholland Drive,,,1:04,1:09,EM,SC,,,,1920,2070,1521,1645,,,
,Closing Sequence,,,2,1389,Film,Mulholland Drive,,,1:11,1:13,EM,SC,,,,2130,2190,1684,1796,,,
,Closing Sequence,,,2,1389,Film,Mulholland Drive,,,1:25,1:31,EM,SC,,,,2550,2730,2004,2176,,,
,Closing Sequence,,,4,1389,Film,Mulholland Drive,,,1:38,1:43,EM,CU,,,,2940,3090,2348,2450,,,
,Closing Sequence,,,4,1389,Film,Mulholland Drive,,,1:43,1:46,EM,CU,,,,3090,3180,2451,2520,,,
,Closing Sequence,,,4,1389,Film,Mulholland Drive,,,1:46,1:56,EM,CU,,,,3180,3480,2521,2762,,,
,Closing Sequence,,,4,1389,Film,Mulholland Drive,,,1:56,1:58,EM,CU,,,,3480,3540,2763,2810,,,
,Closing Sequence,,,2,1389,Film,Mulholland Drive,,,1:58,2:01,EM,CU,,,,3540,3630,2811,2875,,,
,Closing Sequence,,,4,1389,Film,Mulholland Drive,,,2:01,2:03,EM,CUR,,,,3630,3690,2876,2943,,,
,Closing Sequence,,,2,1389,Film,Mulholland Drive,,,2:04,2:07,EM,CU,,,,3720,3810,3027,3560,,,
,Closing Sequence,,,4,1389,Film,Mulholland Drive,,,2:07,2:29,EM,CU,,,,3810,4470,3603,3633,,,
,Closing Sequence,,,1,1389,Film,Mulholland Drive,,,2:31,2:32,EM,SC,,,,4530,4560,3634,3648,,,
,Closing Sequence,,,2,1389,Film,Mulholland Drive,,,2:32,2:33,EM,SC,,,,4560,4590,3696,3717,,,
,Closing Sequence,,,1,1389,Film,Mulholland Drive,,,2:35,2:36,EM,SC,,,,4650,4680,3718,3749,,,
,Closing Sequence,,,1,1389,Film,Mulholland Drive,,,2:36,2:37,EM,SC,,,,4680,4710,3750,3784,,,
,Closing Sequence,,,2,1389,Film,Mulholland Drive,,,2:37,2:39,EM,CU,,,,4710,4770,3785,3820,,,
,Closing Sequence,,,1,1389,Film,Mulholland Drive,,,2:40,2:40,EM,SC,,,,4800,4800,3821,3832,,,
,Closing Sequence,,,1,1389,Film,Mulholland Drive,,,3:15,3:25,EM,CUTRAN,,,,5850,6150,4700,4878,,,
,Closing Sequence,,,2,1389,Film,Mulholland Drive,,,3:29,3:35,EM,CUTRAN,,,,6270,6450,5032,5113,,,
,Closing Sequence,,,2,1389,Film,Mulholland Drive,,,3:55,4:02,EM,CUTRAN,,,,7050,7260,5603,5779,,,
,Cobb's Flashback,http://kinolab.org/FilmClip.php?id=172,Good,2,172,Film,Inception,2010,,0:00,0:00,EM,CU,,,,0,0,0,17,,,
,Cobb's Flashback,,,2,172,Film,Inception,,,0:16,0:18,EM,CU,,,,480,540,383,438,,,
,Cobb's Flashback,,,2,172,Film,Inception,,,0:21,0:23,EM,CU,,,,630,690,501,547,,,
,Cobb's Flashback,,,2,172,Film,Inception,,,0:25,0:27,EM,CU,,,,750,810,595,645,,,
,Cobb's Flashback,,,2,172,Film,Inception,,,0:45,0:48,EM,CU,,,,1350,1440,1083,1163,,,
,Cobb's Flashback,,,2,172,Film,Inception,,,0:48,0:53,EM,CU,,,,1440,1590,1164,1262,,,
,Cobb's Flashback,,,3,172,Film,Inception,,,0:55,0:57,EM,CU,,,,1650,1710,1315,1377,,,
,Cobb's Flashback,,,2,172,Film,Inception,,,1:02,1:06,EM,CU,,,,1860,1980,1496,1576,,,
,Cobb's Flashback,,,1,172,Film,Inception,,,1:10,1:14,EM,CU,,,,2100,2220,1687,1766,,,
,Cobb's Flashback,,,2,172,Film,Inception,,,1:14,1:15,EM,CU,,,,2220,2250,1767,1811,,,
,Cobb's Flashback,,,2,172,Film,Inception,,,1:15,1:19,EM,CU,,,,2250,2370,1812,1904,,,
,Cobb's Flashback,,,2,172,Film,Inception,,,1:19,1:27,EM,CU,,,,2370,2610,1905,2086,,,
,Cobb's Flashback,,,2,172,Film,Inception,,,1:27,1:29,EM,CU,,,,2610,2670,2087,2126,,,
,Cobb's Flashback,,,2,172,Film,Inception,,,1:29,1:31,EM,SC,,"This timecode is a pan with a glare from one face to another, both close-ups. Unsure how the AI would interpret",,2670,2730,2127,2171,,,
,Cobb's Flashback,,,2,172,Film,Inception,,,1:34,1:38,EM,CU,,,,2820,2940,2261,2342,,,
,Cobb's Flashback,,,2,172,Film,Inception,,,1:38,1:39,EM,CU,,,,2940,2970,2343,2380,,,
,Cobb's Flashback,,,2,172,Film,Inception,,,1:48,1:49,EM,CU,,,,3240,3270,2587,2622,,,
,Cobb's Flashback,,,3,172,Film,Inception,,,1:49,1:51,EM,CU,,,,3270,3330,2623,2665,,,
,Cobb's Flashback,,,2,172,Film,Inception,,,1:56,1:59,EM,CU,,,,3480,3570,2778,2866,,,
,Cobb's Flashback,,,2,172,Film,Inception,,,2:00,2:01,EM,CU,,,,3600,3630,2867,2890,,,
,Colosseum,http://kinolab.org/FilmClip.php?id=308,Fair,2,308,Film,The Conformist,1970,,0:09,0:11,EM,CU,,"Bertolucci's camera is so fluid (lots of pans and long takes), that it makes it difficult to determine start and stop times for most close-ups New (3/20): Subject is technically in focus, however is hidden darkness for the rest of the shot, unsure how Ai would respond",,270,330,219,275,,,
,Colosseum,,,2,308,Film,The Conformist,,,0:42,0:46,EM,SC,,,,1260,1380,1010,1123,,,
,Colosseum,,,2,308,Film,The Conformist,,,1:16,1:19,EM,CU,,,,2280,2370,1823,1901,,,
,Colosseum,,,1,308,Film,The Conformist,,,1:27,1:32,EM,CU,,,,2610,2760,2094,2195,,,
,Colosseum,,,3,308,Film,The Conformist,,,1:32,1:33,EM,CU,,,,2760,2790,2196,2231,,,
,Colosseum,,,2,308,Film,The Conformist,,,1:33,1:35,EM,CU,,,,2790,2850,2232,2272,,,
,Colosseum,,,3,308,Film,The Conformist,,,1:34,1:41,EM,SC,,,,2820,3030,2273,2443,,,
,Colosseum,,,3,308,Film,The Conformist,,,1:43,1:49,EM,SC,,,,3090,3270,2461,2606,,,
,Colosseum,,,2,308,Film,The Conformist,,,4:12,4:14,EM,SC,,,,7560,7620,6042,6093,,,
,Colosseum,,,1,308,Film,The Conformist,,,4:17,4:23,EM,SC,,,,7710,7890,6141,6295,,,
,Colosseum,,,4,308,Film,The Conformist,,,5:52,6:23,EM,CU,,,,10560,11490,8440,9188,,,
,Contrastive Organisation,http://kinolab.org/FilmClip.php?id=202,Poor,2,202,Film,Mondo Cane,1962,,1:58,2:00,EM,SC,,"Many of these close-ups are pans from one subject to another, making start and end times for different subjects difficult",,3540,3600,2832,2896,,,
,Contrastive Organisation,,,3,202,Film,Mondo Cane,,,2:01,2:06,EM,CU,,,,3630,3780,2908,3024,,,
,Contrastive Organisation,,,2,202,Film,Mondo Cane,,,2:16,2:17,EM,CU,,,,4080,4110,3109,3255,,,
,Contrastive Organisation,,,2,202,Film,Mondo Cane,,,2:18,2:22,EM,CUZ,,,,4080,4110,3256,3287,,,
,Contrastive Organisation,,,2,202,Film,Mondo Cane,,,2:24,2:25,EM,CUZ,,,,4140,4260,3305,3412,,,
,Contrastive Organisation,,,1,202,Film,Mondo Cane,,,2:30,2:36,EM,SC,,,,4320,4350,3413,3482,,,
,Contrastive Organisation,,,2,202,Film,Mondo Cane,,,2:36,2:40,EM,CUZ,,,,4500,4680,3744,3834,,,
,Contrastive Organisation,,,4,202,Film,Mondo Cane,,,2:40,2:42,EM,CU,,,,4680,4800,3835,3892,,,
,Contrastive Organisation,,,3,202,Film,Mondo Cane,,,2:42,2:44,EM,CU,,,,4800,4860,3893,3933,,,
,Contrastive Organisation,,,4,202,Film,Mondo Cane,,,2:44,2:47,EM,CU,,,,4860,4920,3934,4011,,,
,Contrastive Organisation,,,3,202,Film,Mondo Cane,,,2:47,2:49,EM,CU,,,,4920,5010,4012,4059,,,
,Contrastive Organisation,,,4,202,Film,Mondo Cane,,,2:49,2:52,EM,CU,,,,5010,5070,4060,4137,,,
,Converting the Heathen,http://kinolab.org/FilmClip.php?id=1436,,4,1436,Film,Broken Blossoms,1919,,0:58,1:00,EM,CUEI,,,,1740,1800,1746,1800,,,
,Cop Stops Marion,http://kinolab.org/FilmClip.php?id=890,Good,3,890,Film,Psycho,1960,,0:39,0:39,EM,SS,,Difficult to find start time due to character blocking towards camera,,1170,1170,1162,1181,,,
,Cop Stops Marion,,,4,890,Film,Psycho,,,0:39,0:41,EM,CU,,,,1170,1230,1182,1224,,,
,Cop Stops Marion,,,3,890,Film,Psycho,,,0:41,0:42,EM,CU,,,,1230,1260,1225,1276,,,
,Cop Stops Marion,,,4,890,Film,Psycho,,,0:47,0:51,EM,CU,,,,1410,1530,1399,1519,,,
